index,group_id,mean_correct,evaluated_images,mean_error
300,01::003680735782,1.0,6,0.0
302,01::003689895794,1.0,6,0.0
303,01::003690155794,1.0,6,0.0
313,01::003707215844,1.0,6,0.0
317,01::003713665850,1.0,6,0.0
320,01::003714895855,1.0,6,0.0
325,01::003734585888,1.0,6,0.0
327,01::003745385931,1.0,6,0.0
329,01::003751645959,1.0,6,0.0
334,01::003768016001,1.0,6,0.0
335,01::003776016025,1.0,6,0.0
340,01::003780676038,1.0,6,0.0
341,01::003780816038,1.0,6,0.0
342,01::003780926038,1.0,6,0.0
343,01::003782206043,1.0,6,0.0
345,01::003789636070,1.0,6,0.0
359,01::003805326105,1.0,6,0.0
363,01::003815176124,1.0,6,0.0
364,01::003817426126,1.0,6,0.0
366,01::003826696156,1.0,6,0.0
368,01::003833266168,1.0,6,0.0
370,01::003843506191,1.0,6,0.0
371,01::003843846191,1.0,6,0.0
378,01::003856076225,1.0,6,0.0
380,01::003873856251,1.0,6,0.0
389,01::003895086309,1.0,6,0.0
393,01::003910606343,1.0,6,0.0
397,01::003916066354,1.0,6,0.0
398,01::003916996355,1.0,6,0.0
405,01::003935146408,1.0,6,0.0
419,01::003956506464,1.0,6,0.0
420,01::003961176475,1.0,6,0.0
421,01::003966376489,1.0,6,0.0
425,01::004086216713,1.0,6,0.0
428,01::004094666724,1.0,6,0.0
432,01::004095546724,1.0,6,0.0
433,01::004095886724,1.0,6,0.0
438,01::004099886725,1.0,6,0.0
441,01::004100546726,1.0,6,0.0
442,01::004100726725,1.0,6,0.0
450,01::004120696751,1.0,6,0.0
463,01::004132006766,1.0,6,0.0
465,01::004133626771,1.0,6,0.0
471,01::004139566779,1.0,6,0.0
475,01::004156396808,1.0,6,0.0
479,01::004160386811,1.0,6,0.0
481,01::004172866828,1.0,6,0.0
488,01::004185616842,1.0,6,0.0
499,01::004227346913,1.0,6,0.0
500,01::004230506916,1.0,6,0.0
503,01::004232006918,1.0,6,0.0
514,01::004260786960,1.0,6,0.0
519,01::004276246976,1.0,6,0.0
524,01::004286887004,1.0,6,0.0
549,01::004360917106,1.0,6,0.0
555,01::004380057113,1.0,6,0.0
556,01::004380187113,1.0,6,0.0
561,01::004428637188,1.0,6,0.0
562,01::004428687188,1.0,6,0.0
563,01::004429907190,1.0,6,0.0
567,01::004457917223,1.0,6,0.0
574,01::004461657245,1.0,6,0.0
583,01::004475377254,1.0,6,0.0
584,01::004477007256,1.0,6,0.0
586,01::004497147273,1.0,6,0.0
590,01::004502287285,1.0,6,0.0
592,01::004503127286,1.0,6,0.0
598,01::004521537324,1.0,6,0.0
604,01::004540047360,1.0,6,0.0
606,01::004540647360,1.0,6,0.0
608,01::004543467366,1.0,6,0.0
610,01::004548827375,1.0,6,0.0
612,01::004551587377,1.0,6,0.0
618,01::004573377411,1.0,6,0.0
620,01::004584137425,1.0,6,0.0
622,01::004599137455,1.0,6,0.0
626,01::004714723565,1.0,6,0.0
630,01::342161527701,1.0,6,0.0
632,01::357683553401,1.0,6,0.0
646,02::000040989596,1.0,6,0.0
650,02::000068429596,1.0,6,0.0
659,02::003399965232,1.0,6,0.0
660,02::003405335240,1.0,6,0.0
662,02::003431075291,1.0,6,0.0
685,02::003582735544,1.0,6,0.0
687,02::003617775632,1.0,6,0.0
688,02::003618005632,1.0,6,0.0
690,02::003642155707,1.0,6,0.0
699,02::003680765782,1.0,6,0.0
702,02::003697575818,1.0,6,0.0
706,02::003706045838,1.0,6,0.0
707,02::003708405845,1.0,6,0.0
713,02::003715495857,1.0,6,0.0
714,02::003722275870,1.0,6,0.0
715,02::003722525870,1.0,6,0.0
716,02::003725485873,1.0,6,0.0
719,02::003739245908,1.0,6,0.0
724,02::003755335976,1.0,6,0.0
725,02::003755575976,1.0,6,0.0
726,02::003756325976,1.0,6,0.0
728,02::003772406012,1.0,6,0.0
736,02::003839096184,1.0,6,0.0
744,02::003966256489,1.0,6,0.0
758,02::004195776859,1.0,6,0.0
759,02::004200996866,1.0,6,0.0
765,02::004312577038,1.0,6,0.0
773,02::004413367149,1.0,6,0.0
774,02::004414537149,1.0,6,0.0
775,02::004414977150,1.0,6,0.0
780,02::004427237186,1.0,6,0.0
783,02::004427537186,1.0,6,0.0
792,02::004439197194,1.0,6,0.0
799,02::004503097286,1.0,6,0.0
805,02::004544557366,1.0,6,0.0
810,02::004583757425,1.0,6,0.0
821,03::000011239596,1.0,6,0.0
841,03::003445255304,1.0,6,0.0
842,03::003445305304,1.0,6,0.0
861,03::003563355500,1.0,6,0.0
863,03::003577145534,1.0,6,0.0
865,03::003597685595,1.0,6,0.0
867,03::003621165639,1.0,6,0.0
869,03::003645995716,1.0,6,0.0
882,03::003726085873,1.0,6,0.0
883,03::003726175873,1.0,6,0.0
892,03::003839976184,1.0,6,0.0
900,03::003921816366,1.0,6,0.0
902,03::003926496379,1.0,6,0.0
910,03::004196966862,1.0,6,0.0
915,03::004214186890,1.0,6,0.0
918,03::004223046906,1.0,6,0.0
919,03::004223856906,1.0,6,0.0
921,03::004227496913,1.0,6,0.0
922,03::004227866913,1.0,6,0.0
927,03::004270606972,1.0,6,0.0
929,03::004272966975,1.0,6,0.0
939,03::004313427038,1.0,6,0.0
941,03::004314527038,1.0,6,0.0
942,03::004341817064,1.0,6,0.0
945,03::004342527064,1.0,6,0.0
949,03::004389267119,1.0,6,0.0
951,03::004435657192,1.0,6,0.0
953,03::004472807254,1.0,6,0.0
955,03::004479637258,1.0,6,0.0
957,03::004501937285,1.0,6,0.0
958,03::004502277285,1.0,6,0.0
960,03::004519197323,1.0,6,0.0
966,03::004524077333,1.0,6,0.0
972,03::004557287383,1.0,6,0.0
973,03::004557407383,1.0,6,0.0
982,03::004599647454,1.0,6,0.0
984,03::004601247455,1.0,6,0.0
999,04::000003889599,1.0,6,0.0
1009,04::003414685267,1.0,6,0.0
1015,04::003539995441,1.0,6,0.0
1019,04::003554805480,1.0,6,0.0
1021,04::003554955480,1.0,6,0.0
1022,04::003555055480,1.0,6,0.0
1023,04::003574985530,1.0,6,0.0
1027,04::003663695762,1.0,6,0.0
1029,04::003690245794,1.0,6,0.0
1032,04::003759525985,1.0,6,0.0
1033,04::003759635985,1.0,6,0.0
1043,04::003782606044,1.0,6,0.0
1046,04::003876026262,1.0,6,0.0
1048,04::003903226329,1.0,6,0.0
