group_id,C0,C1,C2,seed,c1_minus_c0,c2_minus_c1
01::004135906775,1.0,1.0,1.0,3407,0.0,0.0
01::004135996775,1.0,1.0,1.0,3407,0.0,0.0
01::004136156774,1.0,1.0,1.0,3407,0.0,0.0
01::004138246778,1.0,1.0,1.0,3407,0.0,0.0
01::004138546778,1.0,1.0,1.0,3407,0.0,0.0
01::004156606808,1.0,1.0,1.0,3407,0.0,0.0
01::004156866808,1.0,1.0,1.0,3407,0.0,0.0
01::004156966808,1.0,1.0,1.0,3407,0.0,0.0
01::004161176811,0.0,0.0,0.0,3407,0.0,0.0
01::004161506811,1.0,1.0,1.0,3407,0.0,0.0
01::004165336815,1.0,1.0,1.0,3407,0.0,0.0
01::004169096823,1.0,1.0,1.0,3407,0.0,0.0
01::004172616828,1.0,1.0,1.0,3407,0.0,0.0
01::004173256828,1.0,1.0,1.0,3407,0.0,0.0
01::004176266832,1.0,1.0,1.0,3407,0.0,0.0
01::004176546832,1.0,1.0,1.0,3407,0.0,0.0
01::004176556832,1.0,1.0,1.0,3407,0.0,0.0
01::004176586832,1.0,1.0,1.0,3407,0.0,0.0
01::004178886835,1.0,1.0,1.0,3407,0.0,0.0
01::004185526842,1.0,1.0,1.0,3407,0.0,0.0
01::004186326842,1.0,1.0,1.0,3407,0.0,0.0
01::004192626854,1.0,1.0,1.0,3407,0.0,0.0
01::004192716854,1.0,1.0,1.0,3407,0.0,0.0
01::004193166854,1.0,1.0,1.0,3407,0.0,0.0
01::004194546858,1.0,1.0,1.0,3407,0.0,0.0
01::004195816859,1.0,1.0,1.0,3407,0.0,0.0
01::004196766862,1.0,1.0,1.0,3407,0.0,0.0
01::004200646866,1.0,1.0,1.0,3407,0.0,0.0
01::004200826866,1.0,1.0,1.0,3407,0.0,0.0
01::004204756877,1.0,1.0,1.0,3407,0.0,0.0
01::004204786877,1.0,1.0,1.0,3407,0.0,0.0
01::004209476885,1.0,1.0,1.0,3407,0.0,0.0
01::004210626888,1.0,1.0,1.0,3407,0.0,0.0
01::004211066888,1.0,1.0,1.0,3407,0.0,0.0
01::004216686893,1.0,1.0,1.0,3407,0.0,0.0
01::004221136904,1.0,1.0,1.0,3407,0.0,0.0
01::004221616904,1.0,1.0,1.0,3407,0.0,0.0
01::004227116913,1.0,1.0,1.0,3407,0.0,0.0
01::004227536913,1.0,1.0,1.0,3407,0.0,0.0
01::004228196913,0.0,0.0,0.0,3407,0.0,0.0
01::004230646916,1.0,1.0,1.0,3407,0.0,0.0
01::004230986916,1.0,1.0,1.0,3407,0.0,0.0
01::004235566929,1.0,1.0,1.0,3407,0.0,0.0
01::004236286931,1.0,1.0,1.0,3407,0.0,0.0
01::004236476931,1.0,1.0,1.0,3407,0.0,0.0
01::004247156949,1.0,1.0,1.0,3407,0.0,0.0
01::004258236957,1.0,1.0,1.0,3407,0.0,0.0
01::004259746960,1.0,1.0,1.0,3407,0.0,0.0
01::004260836960,1.0,1.0,1.0,3407,0.0,0.0
01::004264436965,1.0,1.0,1.0,3407,0.0,0.0
01::004265536967,1.0,1.0,1.0,3407,0.0,0.0
01::004265816971,1.0,1.0,1.0,3407,0.0,0.0
01::004265936971,1.0,1.0,1.0,3407,0.0,0.0
01::004274926976,1.0,1.0,1.0,3407,0.0,0.0
01::004277026978,1.0,1.0,1.0,3407,0.0,0.0
01::004286367003,1.0,1.0,1.0,3407,0.0,0.0
01::004287117004,1.0,1.0,1.0,3407,0.0,0.0
01::004298617027,1.0,1.0,1.0,3407,0.0,0.0
01::004300147030,1.0,1.0,1.0,3407,0.0,0.0
01::004300207030,1.0,1.0,1.0,3407,0.0,0.0
01::004300667031,1.0,1.0,1.0,3407,0.0,0.0
01::004305957033,1.0,1.0,1.0,3407,0.0,0.0
01::004306757033,1.0,1.0,1.0,3407,0.0,0.0
01::004310577035,1.0,1.0,1.0,3407,0.0,0.0
01::004313207038,1.0,1.0,1.0,3407,0.0,0.0
01::004313577038,1.0,1.0,1.0,3407,0.0,0.0
01::004328047042,1.0,1.0,1.0,3407,0.0,0.0
01::004328427042,1.0,1.0,1.0,3407,0.0,0.0
01::004328997042,0.0,1.0,0.0,3407,1.0,-1.0
01::004329257042,1.0,1.0,1.0,3407,0.0,0.0
01::004329757042,1.0,1.0,1.0,3407,0.0,0.0
01::004334087049,1.0,1.0,1.0,3407,0.0,0.0
01::004334427049,1.0,1.0,1.0,3407,0.0,0.0
01::004342807065,1.0,1.0,1.0,3407,0.0,0.0
01::004342907065,1.0,1.0,1.0,3407,0.0,0.0
01::004346967076,1.0,1.0,1.0,3407,0.0,0.0
01::004347407076,1.0,1.0,1.0,3407,0.0,0.0
01::004347867078,1.0,1.0,1.0,3407,0.0,0.0
01::004349027078,1.0,1.0,1.0,3407,0.0,0.0
01::004349057078,1.0,1.0,1.0,3407,0.0,0.0
01::004353907082,1.0,1.0,1.0,3407,0.0,0.0
01::004355117091,1.0,1.0,1.0,3407,0.0,0.0
01::004358727102,1.0,1.0,1.0,3407,0.0,0.0
01::004358957102,1.0,1.0,1.0,3407,0.0,0.0
01::004360367105,1.0,1.0,1.0,3407,0.0,0.0
01::004360997106,1.0,1.0,1.0,3407,0.0,0.0
01::004361387106,1.0,1.0,1.0,3407,0.0,0.0
01::004368107107,1.0,1.0,1.0,3407,0.0,0.0
01::004368327107,1.0,1.0,1.0,3407,0.0,0.0
01::004368487107,1.0,1.0,1.0,3407,0.0,0.0
01::004370847107,1.0,1.0,1.0,3407,0.0,0.0
01::004373607108,1.0,1.0,1.0,3407,0.0,0.0
01::004379777113,1.0,1.0,1.0,3407,0.0,0.0
01::004379947113,1.0,1.0,1.0,3407,0.0,0.0
01::004402717136,1.0,1.0,1.0,3407,0.0,0.0
01::004409307147,1.0,1.0,1.0,3407,0.0,0.0
01::004409887148,1.0,1.0,1.0,3407,0.0,0.0
01::004414267149,1.0,1.0,1.0,3407,0.0,0.0
01::004414407149,1.0,1.0,1.0,3407,0.0,0.0
01::004421467170,1.0,1.0,1.0,3407,0.0,0.0
01::004421607170,1.0,1.0,1.0,3407,0.0,0.0
01::004426247184,1.0,1.0,1.0,3407,0.0,0.0
01::004426267184,1.0,1.0,1.0,3407,0.0,0.0
01::004427477186,1.0,1.0,1.0,3407,0.0,0.0
01::004428507188,1.0,1.0,1.0,3407,0.0,0.0
01::004429477189,0.0,0.0,0.0,3407,0.0,0.0
01::004429487188,1.0,1.0,1.0,3407,0.0,0.0
01::004430017189,1.0,1.0,1.0,3407,0.0,0.0
01::004436047192,1.0,1.0,1.0,3407,0.0,0.0
01::004436387192,1.0,1.0,1.0,3407,0.0,0.0
01::004448127199,1.0,1.0,1.0,3407,0.0,0.0
01::004461117244,1.0,1.0,1.0,3407,0.0,0.0
01::004461577244,1.0,1.0,1.0,3407,0.0,0.0
01::004461947244,1.0,1.0,1.0,3407,0.0,0.0
01::004462007244,1.0,1.0,1.0,3407,0.0,0.0
01::004465317252,1.0,1.0,1.0,3407,0.0,0.0
01::004465377252,1.0,1.0,1.0,3407,0.0,0.0
01::004474927254,1.0,1.0,1.0,3407,0.0,0.0
01::004475337254,1.0,1.0,1.0,3407,0.0,0.0
01::004475587254,1.0,1.0,1.0,3407,0.0,0.0
01::004495087267,1.0,1.0,1.0,3407,0.0,0.0
01::004496697272,1.0,1.0,1.0,3407,0.0,0.0
01::004497057273,0.0,0.0,1.0,3407,0.0,1.0
01::004497247273,1.0,1.0,1.0,3407,0.0,0.0
01::004497707273,1.0,1.0,1.0,3407,0.0,0.0
01::004501807285,1.0,1.0,1.0,3407,0.0,0.0
01::004502957286,1.0,1.0,1.0,3407,0.0,0.0
01::004506097288,1.0,1.0,1.0,3407,0.0,0.0
01::004511907302,1.0,1.0,1.0,3407,0.0,0.0
01::004511957302,1.0,1.0,1.0,3407,0.0,0.0
01::004521227324,1.0,1.0,1.0,3407,0.0,0.0
01::004524167333,1.0,1.0,1.0,3407,0.0,0.0
01::004533797351,0.0,1.0,1.0,3407,1.0,0.0
01::004539697360,1.0,1.0,1.0,3407,0.0,0.0
01::004539927360,1.0,1.0,1.0,3407,0.0,0.0
01::004540147360,1.0,1.0,1.0,3407,0.0,0.0
01::004543497366,1.0,1.0,1.0,3407,0.0,0.0
01::004543587366,1.0,1.0,1.0,3407,0.0,0.0
01::004544117366,1.0,1.0,1.0,3407,0.0,0.0
01::004544337366,1.0,1.0,1.0,3407,0.0,0.0
01::004544347366,1.0,1.0,1.0,3407,0.0,0.0
01::004544387366,1.0,1.0,1.0,3407,0.0,0.0
01::004548397375,1.0,1.0,1.0,3407,0.0,0.0
01::004548897375,1.0,1.0,1.0,3407,0.0,0.0
01::004548967375,1.0,1.0,1.0,3407,0.0,0.0
01::004550587377,1.0,1.0,1.0,3407,0.0,0.0
01::004550937377,1.0,1.0,1.0,3407,0.0,0.0
01::004551007377,1.0,1.0,1.0,3407,0.0,0.0
01::004551137377,1.0,1.0,1.0,3407,0.0,0.0
01::004551437377,1.0,1.0,1.0,3407,0.0,0.0
01::004556287381,1.0,1.0,1.0,3407,0.0,0.0
01::004556377381,1.0,1.0,1.0,3407,0.0,0.0
01::004568127401,1.0,1.0,1.0,3407,0.0,0.0
01::004568167401,1.0,1.0,1.0,3407,0.0,0.0
01::004568537401,1.0,1.0,1.0,3407,0.0,0.0
01::004568747401,1.0,1.0,1.0,3407,0.0,0.0
01::004571737407,1.0,1.0,1.0,3407,0.0,0.0
01::004571757407,1.0,1.0,1.0,3407,0.0,0.0
01::004573387411,1.0,1.0,1.0,3407,0.0,0.0
01::004577627417,1.0,1.0,1.0,3407,0.0,0.0
01::004577747417,1.0,1.0,1.0,3407,0.0,0.0
01::004578097417,1.0,1.0,1.0,3407,0.0,0.0
01::004590757446,1.0,1.0,1.0,3407,0.0,0.0
01::004594677451,1.0,1.0,1.0,3407,0.0,0.0
01::004598847455,1.0,1.0,1.0,3407,0.0,0.0
01::004600137455,1.0,1.0,1.0,3407,0.0,0.0
01::004600307455,1.0,1.0,1.0,3407,0.0,0.0
01::004653753557,0.0,0.0,0.0,3407,0.0,0.0
01::004664743562,1.0,1.0,1.0,3407,0.0,0.0
01::004706803564,0.0,0.0,0.0,3407,0.0,0.0
01::377488602201,0.0,1.0,1.0,3407,1.0,0.0
01::380939611401,1.0,1.0,1.0,3407,0.0,0.0
01::394214642001,1.0,1.0,1.0,3407,0.0,0.0
01::411603674801,1.0,1.0,1.0,3407,0.0,0.0
01::420934688501,1.0,1.0,1.0,3407,0.0,0.0
01::422661691301,1.0,1.0,1.0,3407,0.0,0.0
01::447532725401,1.0,1.0,1.0,3407,0.0,0.0
01::450284728601,1.0,1.0,1.0,3407,0.0,0.0
02::000013120001,1.0,1.0,1.0,3407,0.0,0.0
02::000013250001,1.0,1.0,1.0,3407,0.0,0.0
02::000018929596,0.8,1.0,1.0,3407,0.19999999999999996,0.0
02::000019870001,1.0,1.0,1.0,3407,0.0,0.0
02::000027390001,1.0,1.0,1.0,3407,0.0,0.0
02::000034530001,1.0,1.0,1.0,3407,0.0,0.0
02::000043109596,1.0,1.0,1.0,3407,0.0,0.0
02::000055239596,1.0,1.0,1.0,3407,0.0,0.0
02::000059259596,1.0,1.0,1.0,3407,0.0,0.0
02::000061619596,1.0,1.0,1.0,3407,0.0,0.0
02::000064269596,1.0,1.0,1.0,3407,0.0,0.0
02::000069169596,1.0,1.0,1.0,3407,0.0,0.0
02::002600000102,1.0,1.0,1.0,3407,0.0,0.0
02::003381185211,1.0,1.0,1.0,3407,0.0,0.0
02::003381365211,1.0,1.0,1.0,3407,0.0,0.0
02::003381605211,1.0,1.0,1.0,3407,0.0,0.0
02::003384345218,1.0,1.0,1.0,3407,0.0,0.0
02::003388265223,1.0,1.0,1.0,3407,0.0,0.0
02::003398015232,1.0,1.0,1.0,3407,0.0,0.0
02::003398995232,1.0,1.0,1.0,3407,0.0,0.0
02::003399855232,1.0,1.0,1.0,3407,0.0,0.0
02::003405245240,1.0,1.0,1.0,3407,0.0,0.0
02::003428285288,1.0,1.0,1.0,3407,0.0,0.0
02::003431105291,1.0,1.0,1.0,3407,0.0,0.0
02::003432315292,1.0,1.0,1.0,3407,0.0,0.0
02::003446275305,1.0,1.0,1.0,3407,0.0,0.0
02::003447195305,1.0,1.0,1.0,3407,0.0,0.0
02::003461875325,1.0,1.0,1.0,3407,0.0,0.0
02::003470685337,1.0,1.0,1.0,3407,0.0,0.0
02::003473495342,1.0,1.0,1.0,3407,0.0,0.0
02::003474165342,1.0,1.0,1.0,3407,0.0,0.0
02::003487015364,1.0,1.0,1.0,3407,0.0,0.0
02::003487265364,1.0,1.0,1.0,3407,0.0,0.0
02::003505355383,1.0,1.0,1.0,3407,0.0,0.0
02::003524135417,1.0,1.0,1.0,3407,0.0,0.0
02::003537155434,1.0,1.0,1.0,3407,0.0,0.0
02::003537235434,1.0,1.0,1.0,3407,0.0,0.0
02::003537485434,1.0,1.0,1.0,3407,0.0,0.0
02::003541965448,1.0,1.0,1.0,3407,0.0,0.0
02::003549085463,1.0,1.0,1.0,3407,0.0,0.0
02::003561125496,1.0,1.0,1.0,3407,0.0,0.0
02::003577705534,1.0,1.0,1.0,3407,0.0,0.0
02::003581745544,1.0,1.0,1.0,3407,0.0,0.0
02::003581755544,1.0,1.0,1.0,3407,0.0,0.0
02::003582015544,1.0,1.0,1.0,3407,0.0,0.0
02::003582325544,1.0,1.0,1.0,3407,0.0,0.0
02::003586825569,1.0,1.0,1.0,3407,0.0,0.0
02::003586865569,1.0,1.0,1.0,3407,0.0,0.0
02::003613045623,1.0,1.0,1.0,3407,0.0,0.0
02::003617865632,1.0,1.0,1.0,3407,0.0,0.0
02::003641825707,1.0,1.0,1.0,3407,0.0,0.0
02::003641905707,1.0,1.0,1.0,3407,0.0,0.0
02::003642275707,1.0,1.0,1.0,3407,0.0,0.0
02::003651335728,1.0,1.0,1.0,3407,0.0,0.0
02::003651355728,1.0,1.0,1.0,3407,0.0,0.0
02::003651475728,1.0,1.0,1.0,3407,0.0,0.0
02::003651905728,1.0,1.0,1.0,3407,0.0,0.0
02::003658705754,1.0,1.0,1.0,3407,0.0,0.0
02::003674065773,1.0,1.0,1.0,3407,0.0,0.0
02::003675165773,1.0,1.0,1.0,3407,0.0,0.0
02::003681355782,1.0,1.0,1.0,3407,0.0,0.0
02::003705565838,1.0,1.0,1.0,3407,0.0,0.0
02::003708755845,1.0,1.0,1.0,3407,0.0,0.0
02::003709355845,1.0,1.0,1.0,3407,0.0,0.0
02::003714475855,1.0,1.0,1.0,3407,0.0,0.0
02::003714515855,1.0,1.0,1.0,3407,0.0,0.0
02::003714625855,1.0,1.0,1.0,3407,0.0,0.0
02::003714935855,1.0,1.0,1.0,3407,0.0,0.0
02::003722125870,1.0,1.0,1.0,3407,0.0,0.0
02::003723355870,1.0,1.0,1.0,3407,0.0,0.0
02::003726315873,1.0,1.0,1.0,3407,0.0,0.0
02::003726375873,1.0,1.0,1.0,3407,0.0,0.0
02::003732075882,1.0,1.0,1.0,3407,0.0,0.0
02::003732085882,1.0,1.0,1.0,3407,0.0,0.0
02::003739015908,1.0,1.0,1.0,3407,0.0,0.0
02::003739215908,1.0,1.0,1.0,3407,0.0,0.0
02::003755405976,1.0,1.0,1.0,3407,0.0,0.0
02::003755525976,1.0,1.0,1.0,3407,0.0,0.0
02::003755965976,1.0,1.0,1.0,3407,0.0,0.0
02::003771946012,1.0,1.0,1.0,3407,0.0,0.0
02::003772556012,1.0,1.0,1.0,3407,0.0,0.0
02::003774836022,1.0,1.0,1.0,3407,0.0,0.0
02::003775016022,1.0,1.0,1.0,3407,0.0,0.0
02::003775036022,1.0,1.0,1.0,3407,0.0,0.0
02::003775716025,1.0,1.0,1.0,3407,0.0,0.0
02::003784356052,1.0,1.0,1.0,3407,0.0,0.0
02::003784986052,1.0,1.0,1.0,3407,0.0,0.0
02::003788936066,1.0,1.0,1.0,3407,0.0,0.0
02::003790756075,1.0,1.0,1.0,3407,0.0,0.0
02::003790776075,1.0,1.0,1.0,3407,0.0,0.0
02::003791166075,1.0,1.0,1.0,3407,0.0,0.0
02::003798426092,1.0,1.0,1.0,3407,0.0,0.0
02::003826026157,1.0,1.0,1.0,3407,0.0,0.0
02::003826566157,1.0,1.0,1.0,3407,0.0,0.0
02::003839266184,1.0,1.0,1.0,3407,0.0,0.0
02::003845016197,0.5,0.5,1.0,3407,0.0,0.5
02::003845266197,1.0,1.0,1.0,3407,0.0,0.0
02::003865236237,1.0,1.0,1.0,3407,0.0,0.0
02::003878636276,1.0,1.0,1.0,3407,0.0,0.0
02::003888866300,0.5,0.0,0.5,3407,-0.5,0.5
02::003894716309,1.0,1.0,1.0,3407,0.0,0.0
02::003898916320,1.0,1.0,1.0,3407,0.0,0.0
02::003917586356,1.0,1.0,1.0,3407,0.0,0.0
02::003917886356,1.0,1.0,1.0,3407,0.0,0.0
02::003920966366,1.0,1.0,1.0,3407,0.0,0.0
02::003921076366,1.0,1.0,1.0,3407,0.0,0.0
02::003926206379,1.0,1.0,1.0,3407,0.0,0.0
02::003962096475,1.0,1.0,1.0,3407,0.0,0.0
02::003966416489,1.0,1.0,1.0,3407,0.0,0.0
02::003968816494,1.0,1.0,1.0,3407,0.0,0.0
02::004079506696,1.0,1.0,1.0,3407,0.0,0.0
02::004093926723,1.0,1.0,1.0,3407,0.0,0.0
02::004094686723,1.0,1.0,1.0,3407,0.0,0.0
02::004094856723,1.0,1.0,1.0,3407,0.0,0.0
02::004110576741,1.0,1.0,1.0,3407,0.0,0.0
02::004147306796,1.0,1.0,1.0,3407,0.0,0.0
02::004148136796,1.0,1.0,1.0,3407,0.0,0.0
02::004148576796,1.0,1.0,1.0,3407,0.0,0.0
02::004160246812,1.0,1.0,1.0,3407,0.0,0.0
02::004161236811,1.0,1.0,1.0,3407,0.0,0.0
02::004161386811,1.0,1.0,1.0,3407,0.0,0.0
02::004169016823,1.0,1.0,1.0,3407,0.0,0.0
02::004199186865,1.0,1.0,1.0,3407,0.0,0.0
02::004200916866,1.0,1.0,1.0,3407,0.0,0.0
02::004210866888,1.0,1.0,1.0,3407,0.0,0.0
02::004213296890,1.0,1.0,1.0,3407,0.0,0.0
02::004216676893,1.0,1.0,1.0,3407,0.0,0.0
02::004216776893,1.0,1.0,1.0,3407,0.0,0.0
02::004226996913,1.0,1.0,1.0,3407,0.0,0.0
02::004227516914,1.0,1.0,1.0,3407,0.0,0.0
02::004264766967,1.0,1.0,1.0,3407,0.0,0.0
02::004270506972,1.0,1.0,1.0,3407,0.0,0.0
02::004270826972,1.0,1.0,1.0,3407,0.0,0.0
02::004273916975,1.0,1.0,1.0,3407,0.0,0.0
02::004286627004,1.0,1.0,1.0,3407,0.0,0.0
02::004288527004,1.0,1.0,1.0,3407,0.0,0.0
02::004310087035,1.0,1.0,1.0,3407,0.0,0.0
02::004328367042,1.0,1.0,1.0,3407,0.0,0.0
02::004338897060,1.0,1.0,1.0,3407,0.0,0.0
02::004339117060,1.0,1.0,1.0,3407,0.0,0.0
02::004339377060,1.0,1.0,1.0,3407,0.0,0.0
02::004342067064,1.0,1.0,1.0,3407,0.0,0.0
02::004342077064,1.0,1.0,1.0,3407,0.0,0.0
02::004347247078,1.0,1.0,1.0,3407,0.0,0.0
02::004355017091,1.0,1.0,1.0,3407,0.0,0.0
02::004355267091,1.0,1.0,1.0,3407,0.0,0.0
02::004360647105,1.0,1.0,1.0,3407,0.0,0.0
02::004396327125,1.0,1.0,1.0,3407,0.0,0.0
02::004409487147,1.0,1.0,1.0,3407,0.0,0.0
02::004410427147,1.0,1.0,1.0,3407,0.0,0.0
02::004413987149,1.0,1.0,1.0,3407,0.0,0.0
02::004414967150,1.0,1.0,1.0,3407,0.0,0.0
02::004415457150,1.0,1.0,1.0,3407,0.0,0.0
02::004427077186,1.0,1.0,1.0,3407,0.0,0.0
02::004427747186,1.0,1.0,1.0,3407,0.0,0.0
02::004430617189,1.0,1.0,1.0,3407,0.0,0.0
02::004431807191,1.0,1.0,1.0,3407,0.0,0.0
02::004431827191,1.0,1.0,1.0,3407,0.0,0.0
02::004432697191,1.0,1.0,1.0,3407,0.0,0.0
02::004433077191,1.0,1.0,1.0,3407,0.0,0.0
02::004433307191,1.0,1.0,1.0,3407,0.0,0.0
02::004433427191,1.0,1.0,1.0,3407,0.0,0.0
02::004441467194,1.0,1.0,1.0,3407,0.0,0.0
02::004442137196,1.0,1.0,1.0,3407,0.0,0.0
02::004461497245,1.0,1.0,1.0,3407,0.0,0.0
02::004503337286,1.0,1.0,1.0,3407,0.0,0.0
02::004518947323,1.0,1.0,1.0,3407,0.0,0.0
02::004519067323,1.0,1.0,1.0,3407,0.0,0.0
02::004519867323,1.0,1.0,1.0,3407,0.0,0.0
02::004527367339,1.0,1.0,1.0,3407,0.0,0.0
02::004547817374,1.0,1.0,1.0,3407,0.0,0.0
02::004547857374,1.0,1.0,1.0,3407,0.0,0.0
02::004548017374,1.0,1.0,1.0,3407,0.0,0.0
02::004548117374,1.0,1.0,1.0,3407,0.0,0.0
02::004557667383,1.0,1.0,1.0,3407,0.0,0.0
02::004560057386,1.0,1.0,1.0,3407,0.0,0.0
02::004563517390,1.0,1.0,1.0,3407,0.0,0.0
02::004571937407,1.0,1.0,1.0,3407,0.0,0.0
02::004574567412,1.0,1.0,1.0,3407,0.0,0.0
02::004583737425,1.0,1.0,1.0,3407,0.0,0.0
02::004592387447,1.0,1.0,1.0,3407,0.0,0.0
02::004661693561,1.0,1.0,1.0,3407,0.0,0.0
02::004662723561,1.0,1.0,1.0,3407,0.0,0.0
03::000000679596,1.0,1.0,1.0,3407,0.0,0.0
03::000005729596,1.0,1.0,1.0,3407,0.0,0.0
03::000008979596,1.0,1.0,1.0,3407,0.0,0.0
03::000012909596,1.0,1.0,1.0,3407,0.0,0.0
03::000013320001,1.0,1.0,1.0,3407,0.0,0.0
03::000013440001,0.9285714285714286,0.9285714285714286,0.9285714285714286,3407,0.0,0.0
03::000013450001,1.0,1.0,1.0,3407,0.0,0.0
03::000019920001,1.0,1.0,1.0,3407,0.0,0.0
03::000020230001,1.0,1.0,1.0,3407,0.0,0.0
03::000025529596,1.0,1.0,1.0,3407,0.0,0.0
03::000027319596,1.0,1.0,1.0,3407,0.0,0.0
03::000027520001,1.0,1.0,1.0,3407,0.0,0.0
03::000033249596,1.0,1.0,1.0,3407,0.0,0.0
03::000033570001,1.0,1.0,1.0,3407,0.0,0.0
03::000034050001,1.0,1.0,1.0,3407,0.0,0.0
03::000034189596,1.0,1.0,1.0,3407,0.0,0.0
03::000034699596,1.0,1.0,1.0,3407,0.0,0.0
03::000036049596,1.0,1.0,1.0,3407,0.0,0.0
03::000039109596,1.0,1.0,1.0,3407,0.0,0.0
03::000049539596,1.0,1.0,1.0,3407,0.0,0.0
03::000054849596,1.0,1.0,1.0,3407,0.0,0.0
03::000063989596,1.0,1.0,1.0,3407,0.0,0.0
03::000067919596,1.0,1.0,0.5,3407,0.0,-0.5
03::000071219596,0.0,0.0,0.0,3407,0.0,0.0
03::002603000103,1.0,1.0,1.0,3407,0.0,0.0
03::002605000103,1.0,1.0,1.0,3407,0.0,0.0
03::003431225291,1.0,1.0,1.0,3407,0.0,0.0
03::003432605292,1.0,1.0,1.0,3407,0.0,0.0
03::003445635304,1.0,1.0,1.0,3407,0.0,0.0
03::003446765305,1.0,1.0,1.0,3407,0.0,0.0
03::003447095305,1.0,1.0,1.0,3407,0.0,0.0
03::003448005305,1.0,1.0,1.0,3407,0.0,0.0
03::003448015305,1.0,1.0,1.0,3407,0.0,0.0
03::003473715342,1.0,1.0,1.0,3407,0.0,0.0
03::003515305414,1.0,1.0,0.9230769230769232,3407,0.0,-0.07692307692307676
03::003515495414,1.0,1.0,1.0,3407,0.0,0.0
03::003524085417,1.0,1.0,1.0,3407,0.0,0.0
03::003541895448,1.0,1.0,1.0,3407,0.0,0.0
03::003542565448,1.0,1.0,1.0,3407,0.0,0.0
03::003542605448,1.0,1.0,1.0,3407,0.0,0.0
03::003563085500,1.0,1.0,1.0,3407,0.0,0.0
03::003577165534,1.0,1.0,1.0,3407,0.0,0.0
03::003596675595,1.0,1.0,1.0,3407,0.0,0.0
03::003608575615,1.0,1.0,1.0,3407,0.0,0.0
03::003608715615,1.0,1.0,1.0,3407,0.0,0.0
03::003608855615,1.0,1.0,1.0,3407,0.0,0.0
03::003620475639,1.0,1.0,1.0,3407,0.0,0.0
03::003641845707,1.0,1.0,1.0,3407,0.0,0.0
03::003646005716,1.0,1.0,1.0,3407,0.0,0.0
03::003646215716,1.0,1.0,1.0,3407,0.0,0.0
03::003651715728,1.0,1.0,1.0,3407,0.0,0.0
03::003666515765,1.0,1.0,1.0,3407,0.0,0.0
03::003679515782,1.0,1.0,1.0,3407,0.0,0.0
03::003699865827,1.0,1.0,1.0,3407,0.0,0.0
03::003705855838,1.0,1.0,1.0,3407,0.0,0.0
03::003706065838,1.0,1.0,1.0,3407,0.0,0.0
03::003706295838,1.0,1.0,1.0,3407,0.0,0.0
03::003708255845,1.0,1.0,1.0,3407,0.0,0.0
03::003708705845,1.0,1.0,1.0,3407,0.0,0.0
03::003708935845,1.0,1.0,1.0,3407,0.0,0.0
03::003708965845,1.0,1.0,1.0,3407,0.0,0.0
03::003726075873,1.0,1.0,1.0,3407,0.0,0.0
03::003776086025,1.0,1.0,1.0,3407,0.0,0.0
03::003776166025,1.0,1.0,1.0,3407,0.0,0.0
03::003776356025,1.0,1.0,1.0,3407,0.0,0.0
03::003784336052,1.0,1.0,1.0,3407,0.0,0.0
03::003805376105,1.0,1.0,1.0,3407,0.0,0.0
03::003805666105,1.0,1.0,1.0,3407,0.0,0.0
03::003809426114,1.0,1.0,1.0,3407,0.0,0.0
03::003825926157,1.0,1.0,1.0,3407,0.0,0.0
03::003826986157,1.0,1.0,1.0,3407,0.0,0.0
03::003827106157,1.0,1.0,1.0,3407,0.0,0.0
03::003827676157,1.0,1.0,1.0,3407,0.0,0.0
03::003839446184,1.0,1.0,1.0,3407,0.0,0.0
03::003839566184,1.0,1.0,1.0,3407,0.0,0.0
03::003839956184,1.0,1.0,1.0,3407,0.0,0.0
03::003871376248,1.0,1.0,1.0,3407,0.0,0.0
03::003876406270,1.0,1.0,1.0,3407,0.0,0.0
03::003888396299,1.0,1.0,1.0,3407,0.0,0.0
03::003888886299,1.0,1.0,1.0,3407,0.0,0.0
03::003894936309,1.0,1.0,1.0,3407,0.0,0.0
03::003920886366,1.0,1.0,1.0,3407,0.0,0.0
03::003921046366,1.0,1.0,1.0,3407,0.0,0.0
03::003925706379,1.0,1.0,1.0,3407,0.0,0.0
03::003926356379,1.0,1.0,1.0,3407,0.0,0.0
03::003926416379,1.0,1.0,1.0,3407,0.0,0.0
03::003926446379,1.0,1.0,1.0,3407,0.0,0.0
03::004133946772,0.0,0.0,0.0,3407,0.0,0.0
03::004146536796,1.0,1.0,1.0,3407,0.0,0.0
03::004154746805,1.0,1.0,1.0,3407,0.0,0.0
03::004154976805,1.0,1.0,1.0,3407,0.0,0.0
03::004160136811,1.0,1.0,1.0,3407,0.0,0.0
03::004160166811,1.0,1.0,1.0,3407,0.0,0.0
03::004160706812,1.0,1.0,1.0,3407,0.0,0.0
03::004160756812,1.0,1.0,1.0,3407,0.0,0.0
03::004200316867,1.0,1.0,1.0,3407,0.0,0.0
03::004200726867,1.0,1.0,1.0,3407,0.0,0.0
03::004201166867,1.0,1.0,1.0,3407,0.0,0.0
03::004211276888,1.0,1.0,1.0,3407,0.0,0.0
03::004213886890,1.0,1.0,1.0,3407,0.0,0.0
03::004214456890,1.0,1.0,1.0,3407,0.0,0.0
03::004214626890,1.0,1.0,1.0,3407,0.0,0.0
03::004214646890,1.0,1.0,1.0,3407,0.0,0.0
