fold,seed,donor_species,recipient_species,n,f0_correct,cxt_correct,delta_correct
3,3407,8,10,17,0.8823529411764706,0.8823529411764706,0.0
3,3407,8,11,9,1.0,1.0,0.0
3,3407,8,13,4,0.5,0.5,0.0
3,3407,9,0,55,0.9090909090909091,0.8545454545454545,-0.05454545454545454
3,3407,9,3,1,1.0,1.0,0.0
3,3407,9,4,1,0.0,0.0,0.0
3,3407,9,8,7,1.0,1.0,0.0
3,3407,9,9,8,1.0,1.0,0.0
3,3407,9,10,16,0.9375,0.8125,-0.125
3,3407,9,11,8,1.0,0.75,-0.25
3,3407,9,12,1,1.0,1.0,0.0
3,3407,9,13,2,0.5,0.5,0.0
3,3407,9,14,1,1.0,1.0,0.0
3,2026,1,1,25,0.08,0.32,0.24
3,2026,1,2,14,0.5,0.5,0.0
3,2026,1,3,9,0.7777777777777778,1.0,0.2222222222222222
3,2026,1,4,24,0.5416666666666666,0.4583333333333333,-0.08333333333333333
3,2026,1,5,18,0.7222222222222222,0.6111111111111112,-0.1111111111111111
3,2026,1,6,3,0.0,0.6666666666666666,0.6666666666666666
3,2026,1,7,14,0.0,0.14285714285714285,0.14285714285714285
3,2026,1,8,437,0.7734553775743707,0.8260869565217391,0.05263157894736842
3,2026,1,9,625,0.5872,0.744,0.1568
3,2026,1,10,730,0.6753424657534246,0.8931506849315068,0.21780821917808219
3,2026,1,11,383,0.8825065274151436,0.8120104438642297,-0.07049608355091384
3,2026,1,12,30,0.7333333333333333,0.7666666666666667,0.03333333333333333
3,2026,1,13,122,0.11475409836065574,0.05737704918032787,-0.05737704918032787
3,2026,1,14,32,0.4375,0.53125,0.09375
3,2026,1,15,29,0.9655172413793104,0.896551724137931,-0.06896551724137931
3,2026,10,0,51,0.7254901960784313,0.9019607843137255,0.17647058823529413
3,2026,10,3,1,1.0,1.0,0.0
3,2026,10,5,1,1.0,1.0,0.0
3,2026,10,8,7,0.8571428571428571,0.7142857142857143,-0.14285714285714285
3,2026,10,9,8,1.0,1.0,0.0
3,2026,10,10,20,0.95,0.9,-0.05
3,2026,10,11,10,0.8,1.0,0.2
3,2026,10,12,2,1.0,1.0,0.0
3,2026,10,13,4,0.0,0.0,0.0
3,2026,11,0,23,0.9565217391304348,0.9565217391304348,0.0
3,2026,11,8,6,0.8333333333333334,0.8333333333333334,0.0
3,2026,11,9,6,0.8333333333333334,1.0,0.16666666666666666
3,2026,11,10,4,0.75,1.0,0.25
3,2026,11,11,4,0.75,1.0,0.25
3,2026,11,13,1,0.0,0.0,0.0
3,2026,12,0,23,0.9565217391304348,0.9565217391304348,0.0
3,2026,12,5,1,1.0,1.0,0.0
3,2026,12,8,2,1.0,1.0,0.0
3,2026,12,9,4,0.75,0.75,0.0
3,2026,12,10,1,1.0,1.0,0.0
3,2026,12,11,3,1.0,1.0,0.0
3,2026,12,14,1,1.0,0.0,-1.0
3,2026,13,0,29,0.5172413793103449,0.5172413793103449,0.0
3,2026,13,1,2,0.0,0.0,0.0
3,2026,13,8,7,1.0,0.8571428571428571,-0.14285714285714285
3,2026,13,9,8,0.75,0.625,-0.125
3,2026,13,10,13,0.5384615384615384,0.7692307692307693,0.23076923076923078
3,2026,13,11,5,0.6,0.6,0.0
3,2026,13,13,1,0.0,0.0,0.0
3,2026,14,0,23,0.9565217391304348,1.0,0.043478260869565216
3,2026,14,8,4,1.0,1.0,0.0
3,2026,14,9,3,1.0,1.0,0.0
3,2026,14,10,6,0.5,1.0,0.5
3,2026,14,11,4,1.0,1.0,0.0
3,2026,14,15,1,1.0,1.0,0.0
3,2026,15,0,9,1.0,0.8888888888888888,-0.1111111111111111
3,2026,15,2,1,1.0,1.0,0.0
3,2026,15,8,1,1.0,1.0,0.0
3,2026,15,9,4,1.0,0.75,-0.25
3,2026,15,10,1,0.0,1.0,1.0
3,2026,15,11,1,1.0,1.0,0.0
3,2026,16,0,22,0.7272727272727273,1.0,0.2727272727272727
3,2026,16,1,1,0.0,1.0,1.0
3,2026,16,3,2,0.5,1.0,0.5
3,2026,16,8,3,1.0,1.0,0.0
3,2026,16,9,6,0.8333333333333334,0.6666666666666666,-0.16666666666666666
3,2026,16,10,6,1.0,1.0,0.0
3,2026,16,11,7,0.8571428571428571,1.0,0.14285714285714285
3,2026,16,12,1,0.0,0.0,0.0
3,2026,2,0,775,0.88,0.9109677419354839,0.03096774193548387
3,2026,2,1,12,0.0,0.16666666666666666,0.16666666666666666
3,2026,2,2,5,0.6,0.2,-0.4
3,2026,2,3,1,1.0,1.0,0.0
3,2026,2,4,2,0.0,0.0,0.0
3,2026,2,5,6,0.8333333333333334,0.8333333333333334,0.0
3,2026,2,7,2,0.0,0.5,0.5
3,2026,2,9,138,0.9202898550724637,0.9637681159420289,0.043478260869565216
3,2026,2,10,162,0.5,0.9197530864197531,0.41975308641975306
3,2026,2,11,104,0.7884615384615384,0.8653846153846154,0.07692307692307693
3,2026,2,12,8,0.875,0.875,0.0
3,2026,2,13,25,0.52,0.48,-0.04
3,2026,2,14,10,0.5,0.5,0.0
3,2026,2,15,7,1.0,1.0,0.0
3,2026,3,0,934,0.7430406852248393,0.815845824411135,0.0728051391862955
3,2026,3,1,9,0.0,0.1111111111111111,0.1111111111111111
3,2026,3,2,5,0.4,0.4,0.0
3,2026,3,3,3,0.3333333333333333,1.0,0.6666666666666666
3,2026,3,4,5,0.2,0.6,0.4
3,2026,3,5,3,0.6666666666666666,0.0,-0.6666666666666666
3,2026,3,6,1,0.0,0.0,0.0
3,2026,3,7,8,0.0,0.25,0.25
3,2026,3,8,135,0.9703703703703703,0.9703703703703703,0.0
3,2026,3,10,214,0.5607476635514018,0.9018691588785047,0.3411214953271028
3,2026,3,11,134,0.8059701492537313,0.9029850746268657,0.09701492537313433
3,2026,3,12,6,0.5,0.8333333333333334,0.3333333333333333
3,2026,3,13,26,0.23076923076923078,0.11538461538461539,-0.11538461538461539
3,2026,3,14,12,0.4166666666666667,0.25,-0.16666666666666666
3,2026,3,15,12,1.0,1.0,0.0
3,2026,4,0,1103,0.4986400725294651,0.6255666364460563,0.12692656391659113
3,2026,4,1,15,0.06666666666666667,0.06666666666666667,0.0
3,2026,4,2,8,0.25,0.25,0.0
3,2026,4,3,2,0.5,0.5,0.0
3,2026,4,4,5,0.4,0.6,0.2
3,2026,4,5,3,0.0,0.0,0.0
3,2026,4,6,4,0.75,1.0,0.25
3,2026,4,7,3,0.0,0.6666666666666666,0.6666666666666666
3,2026,4,8,155,0.567741935483871,0.47096774193548385,-0.0967741935483871
3,2026,4,9,226,0.7256637168141593,0.6946902654867256,-0.030973451327433628
3,2026,4,11,137,0.927007299270073,0.9416058394160584,0.014598540145985401
3,2026,4,12,10,0.9,0.9,0.0
3,2026,4,13,33,0.09090909090909091,0.030303030303030304,-0.06060606060606061
3,2026,4,14,18,0.3333333333333333,0.3333333333333333,0.0
3,2026,4,15,8,0.75,0.5,-0.25
3,2026,5,0,600,0.7233333333333334,0.7033333333333334,-0.02
3,2026,5,1,9,0.0,0.0,0.0
3,2026,5,2,4,0.25,0.5,0.25
3,2026,5,3,3,0.6666666666666666,1.0,0.3333333333333333
3,2026,5,4,6,0.16666666666666666,0.3333333333333333,0.16666666666666666
3,2026,5,5,4,0.0,0.0,0.0
3,2026,5,6,2,0.0,0.5,0.5
3,2026,5,7,3,0.0,0.0,0.0
3,2026,5,8,98,0.5816326530612245,0.6122448979591837,0.030612244897959183
3,2026,5,9,102,0.5490196078431373,0.49019607843137253,-0.058823529411764705
3,2026,5,10,141,0.9219858156028369,0.9148936170212766,-0.0070921985815602835
3,2026,5,12,5,1.0,1.0,0.0
3,2026,5,13,23,0.043478260869565216,0.0,-0.043478260869565216
3,2026,5,14,5,0.4,0.4,0.0
3,2026,5,15,8,0.875,0.875,0.0
3,2026,6,0,51,0.9215686274509803,0.9803921568627451,0.058823529411764705
3,2026,6,4,1,1.0,1.0,0.0
3,2026,6,8,5,0.8,1.0,0.2
3,2026,6,9,11,0.8181818181818182,0.9090909090909091,0.09090909090909091
3,2026,6,10,11,0.6363636363636364,1.0,0.36363636363636365
3,2026,6,11,4,1.0,1.0,0.0
3,2026,6,13,2,0.0,0.0,0.0
3,2026,6,14,1,1.0,1.0,0.0
3,2026,7,0,188,0.9627659574468085,0.9574468085106383,-0.005319148936170213
3,2026,7,1,2,0.0,0.5,0.5
3,2026,7,4,1,0.0,0.0,0.0
3,2026,7,5,1,1.0,1.0,0.0
3,2026,7,7,2,0.0,1.0,1.0
3,2026,7,8,35,1.0,1.0,0.0
3,2026,7,9,28,0.9642857142857143,1.0,0.03571428571428571
3,2026,7,10,43,0.5116279069767442,0.9302325581395349,0.4186046511627907
3,2026,7,11,16,0.75,0.875,0.125
3,2026,7,12,3,1.0,1.0,0.0
3,2026,7,14,4,0.5,0.75,0.25
3,2026,7,15,1,1.0,1.0,0.0
3,2026,8,0,64,0.9375,0.984375,0.046875
3,2026,8,3,1,1.0,1.0,0.0
3,2026,8,8,9,1.0,1.0,0.0
3,2026,8,9,14,0.8571428571428571,0.9285714285714286,0.07142857142857142
3,2026,8,10,17,0.5882352941176471,0.8823529411764706,0.29411764705882354
3,2026,8,11,9,1.0,1.0,0.0
3,2026,8,13,4,0.5,0.5,0.0
3,2026,9,0,55,0.9090909090909091,0.9090909090909091,0.0
3,2026,9,3,1,1.0,1.0,0.0
3,2026,9,4,1,0.0,0.0,0.0
3,2026,9,8,7,1.0,0.8571428571428571,-0.14285714285714285
3,2026,9,9,8,0.75,1.0,0.25
3,2026,9,10,16,0.8125,1.0,0.1875
3,2026,9,11,8,0.875,0.875,0.0
3,2026,9,12,1,1.0,1.0,0.0
3,2026,9,13,2,0.5,0.5,0.0
3,2026,9,14,1,1.0,1.0,0.0
3,17,1,1,25,0.32,0.0,-0.32
3,17,1,2,14,0.9285714285714286,0.5,-0.42857142857142855
3,17,1,3,9,0.5555555555555556,1.0,0.4444444444444444
3,17,1,4,24,0.4583333333333333,0.75,0.2916666666666667
3,17,1,5,18,0.5555555555555556,0.7777777777777778,0.2222222222222222
3,17,1,6,3,0.6666666666666666,0.3333333333333333,-0.3333333333333333
3,17,1,7,14,0.0,0.0,0.0
3,17,1,8,437,0.8810068649885584,0.8535469107551488,-0.02745995423340961
3,17,1,9,625,0.7952,0.7536,-0.0416
3,17,1,10,730,0.8794520547945206,0.8945205479452055,0.015068493150684932
3,17,1,11,383,0.7127937336814621,0.9138381201044387,0.2010443864229765
3,17,1,12,30,0.43333333333333335,0.7666666666666667,0.3333333333333333
3,17,1,13,122,0.13114754098360656,0.10655737704918032,-0.02459016393442623
3,17,1,14,32,0.34375,0.15625,-0.1875
3,17,1,15,29,0.896551724137931,0.9310344827586207,0.034482758620689655
3,17,10,0,51,0.6666666666666666,0.8431372549019608,0.17647058823529413
3,17,10,3,1,0.0,1.0,1.0
3,17,10,5,1,1.0,0.0,-1.0
3,17,10,8,7,0.8571428571428571,0.7142857142857143,-0.14285714285714285
3,17,10,9,8,1.0,1.0,0.0
3,17,10,10,20,0.9,0.95,0.05
3,17,10,11,10,0.7,1.0,0.3
3,17,10,12,2,0.5,1.0,0.5
3,17,10,13,4,0.0,0.0,0.0
3,17,11,0,23,0.9565217391304348,0.9565217391304348,0.0
3,17,11,8,6,0.8333333333333334,0.6666666666666666,-0.16666666666666666
3,17,11,9,6,0.6666666666666666,1.0,0.3333333333333333
3,17,11,10,4,1.0,0.75,-0.25
3,17,11,11,4,1.0,1.0,0.0
3,17,11,13,1,0.0,0.0,0.0
3,17,12,0,23,1.0,0.9130434782608695,-0.08695652173913043
3,17,12,5,1,1.0,1.0,0.0
3,17,12,8,2,0.5,1.0,0.5
3,17,12,9,4,1.0,1.0,0.0
3,17,12,10,1,1.0,1.0,0.0
3,17,12,11,3,1.0,1.0,0.0
3,17,12,14,1,0.0,0.0,0.0
3,17,13,0,29,0.6896551724137931,0.5172413793103449,-0.1724137931034483
3,17,13,1,2,0.0,0.0,0.0
3,17,13,8,7,1.0,1.0,0.0
3,17,13,9,8,0.75,0.75,0.0
3,17,13,10,13,0.9230769230769231,0.8461538461538461,-0.07692307692307693
3,17,13,11,5,0.6,0.8,0.2
3,17,13,13,1,0.0,0.0,0.0
3,17,14,0,23,0.782608695652174,0.782608695652174,0.0
3,17,14,8,4,1.0,1.0,0.0
3,17,14,9,3,1.0,1.0,0.0
3,17,14,10,6,0.8333333333333334,0.8333333333333334,0.0
3,17,14,11,4,1.0,1.0,0.0
3,17,14,15,1,1.0,1.0,0.0
3,17,15,0,9,1.0,0.8888888888888888,-0.1111111111111111
3,17,15,2,1,1.0,1.0,0.0
3,17,15,8,1,1.0,1.0,0.0
3,17,15,9,4,1.0,1.0,0.0
3,17,15,10,1,1.0,1.0,0.0
3,17,15,11,1,1.0,1.0,0.0
3,17,16,0,22,0.5,0.8181818181818182,0.3181818181818182
3,17,16,1,1,1.0,0.0,-1.0
3,17,16,3,2,0.0,1.0,1.0
3,17,16,8,3,0.6666666666666666,0.6666666666666666,0.0
3,17,16,9,6,0.8333333333333334,0.8333333333333334,0.0
3,17,16,10,6,1.0,1.0,0.0
3,17,16,11,7,0.8571428571428571,0.7142857142857143,-0.14285714285714285
3,17,16,12,1,0.0,0.0,0.0
3,17,2,0,775,0.8787096774193548,0.8838709677419355,0.005161290322580645
3,17,2,1,12,0.25,0.0,-0.25
3,17,2,2,5,0.8,0.8,0.0
3,17,2,3,1,1.0,1.0,0.0
3,17,2,4,2,0.5,0.5,0.0
3,17,2,5,6,0.8333333333333334,1.0,0.16666666666666666
3,17,2,7,2,0.0,0.0,0.0
3,17,2,9,138,0.9637681159420289,0.9420289855072463,-0.021739130434782608
3,17,2,10,162,0.7407407407407407,0.6358024691358025,-0.10493827160493827
3,17,2,11,104,0.8076923076923077,0.8653846153846154,0.057692307692307696
3,17,2,12,8,0.625,0.875,0.25
3,17,2,13,25,0.6,0.44,-0.16
3,17,2,14,10,0.6,0.6,0.0
3,17,2,15,7,1.0,0.8571428571428571,-0.14285714285714285
3,17,3,0,934,0.6927194860813705,0.7805139186295503,0.08779443254817987
3,17,3,1,9,0.1111111111111111,0.0,-0.1111111111111111
3,17,3,2,5,0.6,0.4,-0.2
3,17,3,3,3,0.3333333333333333,1.0,0.6666666666666666
3,17,3,4,5,0.2,0.4,0.2
3,17,3,5,3,0.6666666666666666,0.0,-0.6666666666666666
3,17,3,6,1,0.0,0.0,0.0
3,17,3,7,8,0.0,0.0,0.0
3,17,3,8,135,0.9925925925925926,0.9777777777777777,-0.014814814814814815
3,17,3,10,214,0.8551401869158879,0.8084112149532711,-0.04672897196261682
3,17,3,11,134,0.7388059701492538,0.8805970149253731,0.1417910447761194
3,17,3,12,6,0.16666666666666666,0.3333333333333333,0.16666666666666666
3,17,3,13,26,0.15384615384615385,0.11538461538461539,-0.038461538461538464
3,17,3,14,12,0.4166666666666667,0.5,0.08333333333333333
3,17,3,15,12,1.0,1.0,0.0
3,17,4,0,1103,0.49229374433363554,0.514052583862194,0.021758839528558477
3,17,4,1,15,0.13333333333333333,0.0,-0.13333333333333333
3,17,4,2,8,0.625,0.125,-0.5
3,17,4,3,2,0.5,1.0,0.5
3,17,4,4,5,0.0,0.4,0.4
3,17,4,5,3,0.0,0.0,0.0
3,17,4,6,4,0.5,0.5,0.0
3,17,4,7,3,0.3333333333333333,0.0,-0.3333333333333333
3,17,4,8,155,0.45161290322580644,0.36774193548387096,-0.08387096774193549
3,17,4,9,226,0.5486725663716814,0.7389380530973452,0.1902654867256637
3,17,4,11,137,0.656934306569343,0.9781021897810219,0.32116788321167883
3,17,4,12,10,0.8,0.8,0.0
3,17,4,13,33,0.0,0.0,0.0
3,17,4,14,18,0.1111111111111111,0.16666666666666666,0.05555555555555555
3,17,4,15,8,0.875,0.5,-0.375
3,17,5,0,600,0.8133333333333334,0.6966666666666667,-0.11666666666666667
3,17,5,1,9,0.1111111111111111,0.0,-0.1111111111111111
3,17,5,2,4,0.75,0.5,-0.25
3,17,5,3,3,0.6666666666666666,1.0,0.3333333333333333
3,17,5,4,6,0.16666666666666666,0.16666666666666666,0.0
3,17,5,5,4,0.0,0.0,0.0
3,17,5,6,2,0.0,0.0,0.0
3,17,5,7,3,0.0,0.0,0.0
3,17,5,8,98,0.5612244897959183,0.7142857142857143,0.15306122448979592
3,17,5,9,102,0.5784313725490197,0.7745098039215687,0.19607843137254902
3,17,5,10,141,0.9148936170212766,0.900709219858156,-0.014184397163120567
3,17,5,12,5,0.4,0.8,0.4
3,17,5,13,23,0.043478260869565216,0.043478260869565216,0.0
3,17,5,14,5,0.0,0.4,0.4
3,17,5,15,8,0.875,0.875,0.0
3,17,6,0,51,0.9607843137254902,0.9803921568627451,0.0196078431372549
3,17,6,4,1,0.0,1.0,1.0
3,17,6,8,5,1.0,0.8,-0.2
3,17,6,9,11,0.8181818181818182,0.9090909090909091,0.09090909090909091
3,17,6,10,11,0.8181818181818182,0.7272727272727273,-0.09090909090909091
3,17,6,11,4,1.0,1.0,0.0
3,17,6,13,2,0.0,0.0,0.0
3,17,6,14,1,0.0,1.0,1.0
3,17,7,0,188,0.9095744680851063,0.9361702127659575,0.026595744680851064
3,17,7,1,2,0.5,0.5,0.0
3,17,7,4,1,1.0,0.0,-1.0
3,17,7,5,1,1.0,1.0,0.0
3,17,7,7,2,0.0,0.5,0.5
3,17,7,8,35,1.0,1.0,0.0
3,17,7,9,28,1.0,0.9285714285714286,-0.07142857142857142
3,17,7,10,43,0.813953488372093,0.7674418604651163,-0.046511627906976744
3,17,7,11,16,0.6875,0.6875,0.0
3,17,7,12,3,0.6666666666666666,1.0,0.3333333333333333
3,17,7,14,4,0.75,0.75,0.0
3,17,7,15,1,1.0,1.0,0.0
3,17,8,0,64,0.890625,0.890625,0.0
3,17,8,3,1,1.0,1.0,0.0
3,17,8,8,9,1.0,1.0,0.0
3,17,8,9,14,1.0,0.8571428571428571,-0.14285714285714285
3,17,8,10,17,0.8823529411764706,0.7647058823529411,-0.11764705882352941
3,17,8,11,9,0.8888888888888888,1.0,0.1111111111111111
3,17,8,13,4,0.5,0.25,-0.25
3,17,9,0,55,0.8727272727272727,0.8545454545454545,-0.01818181818181818
3,17,9,3,1,1.0,1.0,0.0
3,17,9,4,1,0.0,0.0,0.0
3,17,9,8,7,1.0,1.0,0.0
3,17,9,9,8,0.875,0.875,0.0
3,17,9,10,16,0.8125,0.6875,-0.125
3,17,9,11,8,0.75,0.75,0.0
3,17,9,12,1,1.0,1.0,0.0
3,17,9,13,2,0.5,0.5,0.0
3,17,9,14,1,1.0,1.0,0.0
