fold,seed,donor_species,recipient_species,n,f0_correct,cxt_correct,delta_correct
2,2026,1,5,18,0.4444444444444444,0.2222222222222222,-0.2222222222222222
2,2026,1,6,6,0.3333333333333333,0.8333333333333334,0.5
2,2026,1,7,56,0.0,0.07142857142857142,0.07142857142857142
2,2026,1,8,396,0.7752525252525253,0.7904040404040404,0.015151515151515152
2,2026,1,9,644,0.6940993788819876,0.5869565217391305,-0.10714285714285714
2,2026,1,10,791,0.9140328697850821,0.900126422250316,-0.01390644753476612
2,2026,1,11,443,0.8577878103837472,0.9164785553047404,0.05869074492099323
2,2026,1,12,33,0.9090909090909091,1.0,0.09090909090909091
2,2026,1,13,40,0.325,0.075,-0.25
2,2026,1,14,29,0.1724137931034483,0.2413793103448276,0.06896551724137931
2,2026,1,15,33,0.9090909090909091,0.8484848484848485,-0.06060606060606061
2,2026,10,0,100,0.77,0.86,0.09
2,2026,10,2,1,1.0,1.0,0.0
2,2026,10,3,1,1.0,0.0,-1.0
2,2026,10,4,1,1.0,1.0,0.0
2,2026,10,5,1,1.0,0.0,-1.0
2,2026,10,8,21,0.42857142857142855,0.7142857142857143,0.2857142857142857
2,2026,10,9,17,0.9411764705882353,0.7647058823529411,-0.17647058823529413
2,2026,10,10,25,1.0,1.0,0.0
2,2026,10,11,10,1.0,1.0,0.0
2,2026,10,12,1,0.0,1.0,1.0
2,2026,10,13,5,0.2,0.2,0.0
2,2026,11,0,24,0.875,0.9583333333333334,0.08333333333333333
2,2026,11,3,1,1.0,1.0,0.0
2,2026,11,7,1,0.0,0.0,0.0
2,2026,11,8,3,1.0,1.0,0.0
2,2026,11,9,7,0.8571428571428571,1.0,0.14285714285714285
2,2026,11,10,7,0.8571428571428571,0.8571428571428571,0.0
2,2026,11,11,2,1.0,1.0,0.0
2,2026,12,0,56,0.8214285714285714,1.0,0.17857142857142858
2,2026,12,1,2,0.5,1.0,0.5
2,2026,12,7,1,0.0,0.0,0.0
2,2026,12,8,8,0.25,0.875,0.625
2,2026,12,9,8,0.375,0.125,-0.25
2,2026,12,10,14,1.0,1.0,0.0
2,2026,12,11,8,0.875,1.0,0.125
2,2026,12,12,1,1.0,1.0,0.0
2,2026,13,0,74,0.7702702702702703,0.4864864864864865,-0.28378378378378377
2,2026,13,2,1,0.0,0.0,0.0
2,2026,13,3,2,0.5,0.5,0.0
2,2026,13,8,13,0.5384615384615384,0.7692307692307693,0.23076923076923078
2,2026,13,9,8,0.75,0.625,-0.125
2,2026,13,10,19,1.0,1.0,0.0
2,2026,13,11,7,1.0,0.8571428571428571,-0.14285714285714285
2,2026,13,12,2,1.0,1.0,0.0
2,2026,13,13,2,0.0,0.0,0.0
2,2026,13,15,1,1.0,1.0,0.0
2,2026,14,0,18,1.0,1.0,0.0
2,2026,14,3,1,1.0,1.0,0.0
2,2026,14,7,1,0.0,0.0,0.0
2,2026,14,8,2,1.0,1.0,0.0
2,2026,14,9,10,1.0,0.9,-0.1
2,2026,14,10,5,1.0,0.8,-0.2
2,2026,14,11,5,1.0,1.0,0.0
2,2026,14,14,1,1.0,1.0,0.0
2,2026,15,0,7,1.0,1.0,0.0
2,2026,15,4,1,1.0,1.0,0.0
2,2026,15,9,1,1.0,1.0,0.0
2,2026,15,10,2,1.0,1.0,0.0
2,2026,15,11,4,1.0,1.0,0.0
2,2026,16,0,84,0.8690476190476191,0.9285714285714286,0.05952380952380952
2,2026,16,1,2,0.5,1.0,0.5
2,2026,16,4,1,1.0,1.0,0.0
2,2026,16,8,16,0.6875,0.9375,0.25
2,2026,16,9,23,0.782608695652174,0.782608695652174,0.0
2,2026,16,10,18,0.9444444444444444,0.9444444444444444,0.0
2,2026,16,11,10,0.9,0.9,0.0
2,2026,16,12,1,1.0,1.0,0.0
2,2026,16,13,1,0.0,0.0,0.0
2,2026,16,14,1,0.0,1.0,1.0
2,2026,16,15,2,1.0,1.0,0.0
2,2026,2,0,662,0.8081570996978852,0.9229607250755287,0.1148036253776435
2,2026,2,1,12,0.0,0.25,0.25
2,2026,2,2,1,0.0,1.0,1.0
2,2026,2,3,9,0.5555555555555556,0.6666666666666666,0.1111111111111111
2,2026,2,4,2,0.5,0.5,0.0
2,2026,2,5,4,0.5,0.5,0.0
2,2026,2,7,14,0.0,0.07142857142857142,0.07142857142857142
2,2026,2,9,130,0.9384615384615385,0.9076923076923077,-0.03076923076923077
2,2026,2,10,181,0.9060773480662984,0.7845303867403315,-0.12154696132596685
2,2026,2,11,96,0.9270833333333334,0.9166666666666666,-0.010416666666666666
2,2026,2,12,9,0.7777777777777778,0.8888888888888888,0.1111111111111111
2,2026,2,13,9,0.7777777777777778,0.4444444444444444,-0.3333333333333333
2,2026,2,14,5,0.4,0.8,0.4
2,2026,2,15,4,1.0,1.0,0.0
2,2026,3,0,987,0.6990881458966566,0.8814589665653495,0.182370820668693
2,2026,3,1,14,0.07142857142857142,0.42857142857142855,0.35714285714285715
2,2026,3,2,4,0.5,0.75,0.25
2,2026,3,3,10,0.9,0.5,-0.4
2,2026,3,4,14,0.7142857142857143,0.9285714285714286,0.21428571428571427
2,2026,3,5,2,0.5,0.0,-0.5
2,2026,3,6,1,1.0,1.0,0.0
2,2026,3,7,10,0.0,0.0,0.0
2,2026,3,8,130,0.9538461538461539,0.9769230769230769,0.023076923076923078
2,2026,3,10,213,0.8967136150234741,0.8591549295774648,-0.03755868544600939
2,2026,3,11,139,0.8776978417266187,0.8848920863309353,0.007194244604316547
2,2026,3,12,13,0.7692307692307693,0.9230769230769231,0.15384615384615385
2,2026,3,13,15,0.5333333333333333,0.06666666666666667,-0.4666666666666667
2,2026,3,14,10,0.2,0.4,0.2
2,2026,3,15,8,0.875,1.0,0.125
2,2026,4,0,1109,0.4526600541027953,0.6248872858431019,0.17222723174030657
2,2026,4,1,14,0.0,0.0,0.0
2,2026,4,2,4,0.25,0.25,0.0
2,2026,4,3,16,0.4375,0.3125,-0.125
2,2026,4,4,12,0.4166666666666667,0.4166666666666667,0.0
2,2026,4,5,10,0.1,0.0,-0.1
2,2026,4,6,2,0.0,0.0,0.0
2,2026,4,7,14,0.0,0.07142857142857142,0.07142857142857142
2,2026,4,8,144,0.18055555555555555,0.3541666666666667,0.1736111111111111
2,2026,4,9,230,0.34782608695652173,0.34782608695652173,0.0
2,2026,4,11,155,0.9354838709677419,0.8516129032258064,-0.08387096774193549
2,2026,4,12,15,0.6666666666666666,0.7333333333333333,0.06666666666666667
2,2026,4,13,19,0.3157894736842105,0.0,-0.3157894736842105
2,2026,4,14,16,0.0,0.0625,0.0625
2,2026,4,15,10,0.9,0.6,-0.3
2,2026,5,0,656,0.6387195121951219,0.7820121951219512,0.14329268292682926
2,2026,5,1,12,0.0,0.3333333333333333,0.3333333333333333
2,2026,5,2,3,1.0,1.0,0.0
2,2026,5,3,5,1.0,0.8,-0.2
2,2026,5,4,12,0.6666666666666666,0.6666666666666666,0.0
2,2026,5,5,5,0.0,0.0,0.0
2,2026,5,6,3,0.0,0.3333333333333333,0.3333333333333333
2,2026,5,7,16,0.0,0.0,0.0
2,2026,5,8,120,0.3333333333333333,0.6666666666666666,0.3333333333333333
2,2026,5,9,136,0.5588235294117647,0.47794117647058826,-0.08088235294117647
2,2026,5,10,151,0.9006622516556292,0.9602649006622517,0.059602649006622516
2,2026,5,12,6,0.5,0.8333333333333334,0.3333333333333333
2,2026,5,13,10,0.0,0.0,0.0
2,2026,5,14,3,0.0,0.0,0.0
2,2026,5,15,2,0.0,1.0,1.0
2,2026,6,0,71,0.9014084507042254,0.9436619718309859,0.04225352112676056
2,2026,6,1,1,1.0,1.0,0.0
2,2026,6,3,3,1.0,1.0,0.0
2,2026,6,4,1,1.0,1.0,0.0
2,2026,6,7,2,0.5,0.5,0.0
2,2026,6,8,10,0.9,1.0,0.1
2,2026,6,9,12,0.8333333333333334,0.6666666666666666,-0.16666666666666666
2,2026,6,10,16,0.875,0.875,0.0
2,2026,6,11,12,1.0,1.0,0.0
2,2026,6,14,1,1.0,1.0,0.0
2,2026,6,15,2,1.0,1.0,0.0
2,2026,7,0,92,0.8152173913043478,0.9130434782608695,0.09782608695652174
2,2026,7,1,1,0.0,0.0,0.0
2,2026,7,3,2,0.5,0.5,0.0
2,2026,7,7,3,0.0,0.3333333333333333,0.3333333333333333
2,2026,7,8,4,1.0,1.0,0.0
2,2026,7,9,13,1.0,1.0,0.0
2,2026,7,10,14,0.7857142857142857,0.9285714285714286,0.14285714285714285
2,2026,7,11,8,0.75,1.0,0.25
2,2026,7,12,2,1.0,1.0,0.0
2,2026,7,14,1,1.0,1.0,0.0
2,2026,7,15,2,1.0,1.0,0.0
2,2026,8,0,53,0.8867924528301887,0.9245283018867925,0.03773584905660377
2,2026,8,3,2,0.5,1.0,0.5
2,2026,8,7,1,1.0,0.0,-1.0
2,2026,8,8,6,0.8333333333333334,1.0,0.16666666666666666
2,2026,8,9,13,0.9230769230769231,0.8461538461538461,-0.07692307692307693
2,2026,8,10,9,0.8888888888888888,0.8888888888888888,0.0
2,2026,8,11,8,0.875,0.875,0.0
2,2026,8,13,1,0.0,0.0,0.0
2,2026,8,15,1,1.0,1.0,0.0
2,2026,9,0,52,0.9038461538461539,0.9807692307692307,0.07692307692307693
2,2026,9,1,2,0.0,0.0,0.0
2,2026,9,3,1,0.0,0.0,0.0
2,2026,9,4,1,1.0,1.0,0.0
2,2026,9,7,1,0.0,0.0,0.0
2,2026,9,8,9,1.0,1.0,0.0
2,2026,9,9,8,0.875,0.875,0.0
2,2026,9,10,7,0.8571428571428571,0.8571428571428571,0.0
2,2026,9,11,7,1.0,1.0,0.0
2,2026,9,12,1,1.0,1.0,0.0
2,2026,9,14,1,0.0,0.0,0.0
2,17,1,1,68,0.029411764705882353,0.14705882352941177,0.11764705882352941
2,17,1,2,14,0.7857142857142857,0.8571428571428571,0.07142857142857142
2,17,1,3,20,0.55,0.75,0.2
2,17,1,4,39,0.717948717948718,0.8461538461538461,0.1282051282051282
2,17,1,5,18,0.3888888888888889,0.2777777777777778,-0.1111111111111111
2,17,1,6,6,0.3333333333333333,0.8333333333333334,0.5
2,17,1,7,56,0.017857142857142856,0.17857142857142858,0.16071428571428573
2,17,1,8,396,0.8232323232323232,0.7626262626262627,-0.06060606060606061
2,17,1,9,644,0.562111801242236,0.5962732919254659,0.034161490683229816
2,17,1,10,791,0.8836915297092288,0.8647281921618205,-0.018963337547408345
2,17,1,11,443,0.9841986455981941,0.9435665914221218,-0.040632054176072234
2,17,1,12,33,0.9090909090909091,0.9090909090909091,0.0
2,17,1,13,40,0.2,0.35,0.15
2,17,1,14,29,0.20689655172413793,0.1724137931034483,-0.034482758620689655
2,17,1,15,33,0.8787878787878788,0.7878787878787878,-0.09090909090909091
2,17,10,0,100,0.72,0.77,0.05
2,17,10,2,1,1.0,0.0,-1.0
2,17,10,3,1,0.0,0.0,0.0
2,17,10,4,1,1.0,1.0,0.0
2,17,10,5,1,0.0,1.0,1.0
2,17,10,8,21,0.7619047619047619,0.8571428571428571,0.09523809523809523
2,17,10,9,17,0.8235294117647058,0.9411764705882353,0.11764705882352941
2,17,10,10,25,1.0,0.96,-0.04
2,17,10,11,10,1.0,1.0,0.0
2,17,10,12,1,0.0,0.0,0.0
2,17,10,13,5,0.4,0.4,0.0
2,17,11,0,24,0.875,0.9583333333333334,0.08333333333333333
2,17,11,3,1,0.0,0.0,0.0
2,17,11,7,1,0.0,0.0,0.0
2,17,11,8,3,1.0,1.0,0.0
2,17,11,9,7,0.7142857142857143,0.8571428571428571,0.14285714285714285
2,17,11,10,7,0.8571428571428571,0.7142857142857143,-0.14285714285714285
2,17,11,11,2,1.0,1.0,0.0
2,17,12,0,56,0.9464285714285714,0.9285714285714286,-0.017857142857142856
2,17,12,1,2,0.5,1.0,0.5
2,17,12,7,1,0.0,0.0,0.0
2,17,12,8,8,0.75,0.625,-0.125
2,17,12,9,8,0.5,0.125,-0.375
2,17,12,10,14,1.0,1.0,0.0
2,17,12,11,8,1.0,1.0,0.0
2,17,12,12,1,1.0,1.0,0.0
2,17,13,0,74,0.6081081081081081,0.5135135135135135,-0.0945945945945946
2,17,13,2,1,0.0,0.0,0.0
2,17,13,3,2,0.5,1.0,0.5
2,17,13,8,13,0.9230769230769231,0.6153846153846154,-0.3076923076923077
2,17,13,9,8,0.875,0.625,-0.25
2,17,13,10,19,1.0,0.9473684210526315,-0.05263157894736842
2,17,13,11,7,1.0,0.8571428571428571,-0.14285714285714285
2,17,13,12,2,1.0,1.0,0.0
2,17,13,13,2,0.0,0.5,0.5
2,17,13,15,1,1.0,1.0,0.0
2,17,14,0,18,0.9444444444444444,1.0,0.05555555555555555
2,17,14,3,1,1.0,1.0,0.0
2,17,14,7,1,0.0,0.0,0.0
2,17,14,8,2,1.0,1.0,0.0
2,17,14,9,10,0.9,0.9,0.0
2,17,14,10,5,0.8,0.8,0.0
2,17,14,11,5,1.0,1.0,0.0
2,17,14,14,1,1.0,1.0,0.0
2,17,15,0,7,0.8571428571428571,1.0,0.14285714285714285
2,17,15,4,1,1.0,1.0,0.0
2,17,15,9,1,1.0,1.0,0.0
2,17,15,10,2,1.0,1.0,0.0
2,17,15,11,4,1.0,1.0,0.0
2,17,16,0,84,0.9404761904761905,0.9523809523809523,0.011904761904761904
2,17,16,1,2,1.0,1.0,0.0
2,17,16,4,1,1.0,1.0,0.0
2,17,16,8,16,0.875,0.6875,-0.1875
2,17,16,9,23,0.7391304347826086,0.782608695652174,0.043478260869565216
2,17,16,10,18,0.8888888888888888,0.9444444444444444,0.05555555555555555
2,17,16,11,10,1.0,0.9,-0.1
2,17,16,12,1,1.0,1.0,0.0
2,17,16,13,1,0.0,0.0,0.0
2,17,16,14,1,1.0,1.0,0.0
2,17,16,15,2,1.0,1.0,0.0
2,17,2,0,662,0.8564954682779456,0.8821752265861027,0.0256797583081571
2,17,2,1,12,0.16666666666666666,0.4166666666666667,0.25
2,17,2,2,1,1.0,0.0,-1.0
2,17,2,3,9,0.4444444444444444,0.6666666666666666,0.2222222222222222
2,17,2,4,2,0.0,0.5,0.5
2,17,2,5,4,0.5,0.25,-0.25
2,17,2,7,14,0.07142857142857142,0.35714285714285715,0.2857142857142857
2,17,2,9,130,0.9076923076923077,0.9076923076923077,0.0
2,17,2,10,181,0.7348066298342542,0.7955801104972375,0.06077348066298342
2,17,2,11,96,0.9375,0.96875,0.03125
2,17,2,12,9,0.6666666666666666,1.0,0.3333333333333333
2,17,2,13,9,0.6666666666666666,0.8888888888888888,0.2222222222222222
2,17,2,14,5,1.0,0.8,-0.2
2,17,2,15,4,1.0,1.0,0.0
2,17,3,0,987,0.7700101317122594,0.8774062816616008,0.10739614994934144
2,17,3,1,14,0.14285714285714285,0.35714285714285715,0.21428571428571427
2,17,3,2,4,0.75,0.75,0.0
2,17,3,3,10,0.5,0.8,0.3
2,17,3,4,14,0.21428571428571427,0.8571428571428571,0.6428571428571429
2,17,3,5,2,0.0,0.0,0.0
2,17,3,6,1,0.0,1.0,1.0
2,17,3,7,10,0.0,0.1,0.1
2,17,3,8,130,0.9461538461538461,0.9384615384615385,-0.007692307692307693
2,17,3,10,213,0.7605633802816901,0.7934272300469484,0.03286384976525822
2,17,3,11,139,0.920863309352518,0.920863309352518,0.0
2,17,3,12,13,0.6153846153846154,0.9230769230769231,0.3076923076923077
2,17,3,13,15,0.13333333333333333,0.4,0.26666666666666666
2,17,3,14,10,0.3,0.6,0.3
2,17,3,15,8,1.0,1.0,0.0
2,17,4,0,1109,0.44274120829576197,0.5626690712353472,0.11992786293958521
2,17,4,1,14,0.0,0.0,0.0
2,17,4,2,4,0.25,0.0,-0.25
2,17,4,3,16,0.1875,0.5,0.3125
2,17,4,4,12,0.4166666666666667,0.75,0.3333333333333333
2,17,4,5,10,0.0,0.0,0.0
2,17,4,6,2,0.0,0.0,0.0
2,17,4,7,14,0.0,0.2857142857142857,0.2857142857142857
2,17,4,8,144,0.4375,0.3055555555555556,-0.13194444444444445
2,17,4,9,230,0.4260869565217391,0.3652173913043478,-0.06086956521739131
2,17,4,11,155,0.9290322580645162,0.9741935483870968,0.04516129032258064
2,17,4,12,15,0.6666666666666666,0.8666666666666667,0.2
2,17,4,13,19,0.05263157894736842,0.42105263157894735,0.3684210526315789
2,17,4,14,16,0.125,0.0625,-0.0625
2,17,4,15,10,0.7,0.7,0.0
2,17,5,0,656,0.6234756097560976,0.6615853658536586,0.038109756097560975
2,17,5,1,12,0.3333333333333333,0.3333333333333333,0.0
2,17,5,2,3,1.0,1.0,0.0
2,17,5,3,5,1.0,0.8,-0.2
2,17,5,4,12,0.6666666666666666,0.75,0.08333333333333333
2,17,5,5,5,0.0,0.0,0.0
2,17,5,6,3,0.3333333333333333,0.3333333333333333,0.0
2,17,5,7,16,0.0,0.0625,0.0625
2,17,5,8,120,0.7083333333333334,0.4666666666666667,-0.24166666666666667
2,17,5,9,136,0.5,0.22058823529411764,-0.27941176470588236
2,17,5,10,151,0.9205298013245033,0.9006622516556292,-0.019867549668874173
2,17,5,12,6,0.6666666666666666,0.6666666666666666,0.0
2,17,5,13,10,0.0,0.0,0.0
2,17,5,14,3,0.0,0.0,0.0
2,17,5,15,2,1.0,0.5,-0.5
2,17,6,0,71,0.9577464788732394,0.9577464788732394,0.0
2,17,6,1,1,0.0,1.0,1.0
2,17,6,3,3,0.3333333333333333,1.0,0.6666666666666666
2,17,6,4,1,1.0,1.0,0.0
2,17,6,7,2,0.0,0.0,0.0
2,17,6,8,10,1.0,1.0,0.0
2,17,6,9,12,0.75,0.75,0.0
2,17,6,10,16,0.875,0.875,0.0
2,17,6,11,12,1.0,1.0,0.0
2,17,6,14,1,1.0,1.0,0.0
2,17,6,15,2,1.0,1.0,0.0
2,17,7,0,92,0.8804347826086957,0.8260869565217391,-0.05434782608695652
2,17,7,1,1,0.0,0.0,0.0
2,17,7,3,2,0.0,0.0,0.0
2,17,7,7,3,0.0,0.0,0.0
2,17,7,8,4,1.0,1.0,0.0
2,17,7,9,13,1.0,1.0,0.0
2,17,7,10,14,0.7857142857142857,0.6428571428571429,-0.14285714285714285
2,17,7,11,8,0.625,0.5,-0.125
2,17,7,12,2,1.0,1.0,0.0
2,17,7,14,1,1.0,1.0,0.0
2,17,7,15,2,1.0,1.0,0.0
2,17,8,0,53,0.8301886792452831,0.9622641509433962,0.1320754716981132
2,17,8,3,2,0.5,1.0,0.5
2,17,8,7,1,0.0,0.0,0.0
2,17,8,8,6,0.8333333333333334,0.8333333333333334,0.0
2,17,8,9,13,0.7692307692307693,0.8461538461538461,0.07692307692307693
2,17,8,10,9,1.0,0.7777777777777778,-0.2222222222222222
2,17,8,11,8,0.875,0.875,0.0
2,17,8,13,1,0.0,1.0,1.0
2,17,8,15,1,1.0,1.0,0.0
2,17,9,0,52,0.9807692307692307,0.9807692307692307,0.0
2,17,9,1,2,0.0,0.0,0.0
2,17,9,3,1,0.0,0.0,0.0
2,17,9,4,1,1.0,1.0,0.0
2,17,9,7,1,0.0,0.0,0.0
2,17,9,8,9,0.8888888888888888,1.0,0.1111111111111111
2,17,9,9,8,1.0,0.875,-0.125
2,17,9,10,7,0.8571428571428571,0.7142857142857143,-0.14285714285714285
2,17,9,11,7,1.0,0.8571428571428571,-0.14285714285714285
2,17,9,12,1,1.0,1.0,0.0
2,17,9,14,1,0.0,0.0,0.0
3,3407,1,1,25,0.0,0.12,0.12
3,3407,1,2,14,0.7857142857142857,0.7857142857142857,0.0
3,3407,1,3,9,1.0,0.8888888888888888,-0.1111111111111111
3,3407,1,4,24,0.6666666666666666,0.7083333333333334,0.041666666666666664
3,3407,1,5,18,0.7222222222222222,0.7222222222222222,0.0
3,3407,1,6,3,0.6666666666666666,0.0,-0.6666666666666666
3,3407,1,7,14,0.0,0.07142857142857142,0.07142857142857142
3,3407,1,8,437,0.782608695652174,0.7139588100686499,-0.06864988558352403
3,3407,1,9,625,0.7184,0.7248,0.0064
3,3407,1,10,730,0.8972602739726028,0.9041095890410958,0.00684931506849315
3,3407,1,11,383,0.9216710182767625,0.8798955613577023,-0.04177545691906005
3,3407,1,12,30,0.5666666666666667,0.8666666666666667,0.3
3,3407,1,13,122,0.07377049180327869,0.06557377049180328,-0.00819672131147541
3,3407,1,14,32,0.34375,0.5625,0.21875
3,3407,1,15,29,0.896551724137931,0.9310344827586207,0.034482758620689655
3,3407,10,0,51,0.43137254901960786,0.7843137254901961,0.35294117647058826
3,3407,10,3,1,0.0,1.0,1.0
3,3407,10,5,1,0.0,0.0,0.0
3,3407,10,8,7,0.8571428571428571,0.42857142857142855,-0.42857142857142855
3,3407,10,9,8,0.75,0.875,0.125
3,3407,10,10,20,0.9,1.0,0.1
3,3407,10,11,10,0.7,1.0,0.3
3,3407,10,12,2,0.5,0.5,0.0
3,3407,10,13,4,0.0,0.0,0.0
3,3407,11,0,23,0.8695652173913043,1.0,0.13043478260869565
3,3407,11,8,6,0.6666666666666666,0.6666666666666666,0.0
3,3407,11,9,6,0.8333333333333334,0.6666666666666666,-0.16666666666666666
3,3407,11,10,4,1.0,1.0,0.0
3,3407,11,11,4,1.0,1.0,0.0
3,3407,11,13,1,0.0,0.0,0.0
3,3407,12,0,23,0.9565217391304348,1.0,0.043478260869565216
3,3407,12,5,1,1.0,1.0,0.0
3,3407,12,8,2,1.0,1.0,0.0
3,3407,12,9,4,0.75,1.0,0.25
3,3407,12,10,1,1.0,1.0,0.0
3,3407,12,11,3,1.0,1.0,0.0
3,3407,12,14,1,1.0,1.0,0.0
3,3407,13,0,29,0.6206896551724138,0.5172413793103449,-0.10344827586206896
3,3407,13,1,2,0.0,0.0,0.0
3,3407,13,8,7,1.0,1.0,0.0
3,3407,13,9,8,0.75,0.75,0.0
3,3407,13,10,13,0.7692307692307693,0.9230769230769231,0.15384615384615385
3,3407,13,11,5,0.6,1.0,0.4
3,3407,13,13,1,0.0,0.0,0.0
3,3407,14,0,23,0.9130434782608695,0.9130434782608695,0.0
3,3407,14,8,4,1.0,1.0,0.0
3,3407,14,9,3,1.0,0.6666666666666666,-0.3333333333333333
3,3407,14,10,6,0.6666666666666666,0.8333333333333334,0.16666666666666666
3,3407,14,11,4,1.0,1.0,0.0
3,3407,14,15,1,1.0,1.0,0.0
3,3407,15,0,9,1.0,0.8888888888888888,-0.1111111111111111
3,3407,15,2,1,1.0,1.0,0.0
3,3407,15,8,1,1.0,1.0,0.0
3,3407,15,9,4,1.0,1.0,0.0
3,3407,15,10,1,1.0,1.0,0.0
3,3407,15,11,1,1.0,1.0,0.0
3,3407,16,0,22,0.6363636363636364,0.8181818181818182,0.18181818181818182
3,3407,16,1,1,1.0,1.0,0.0
3,3407,16,3,2,0.5,1.0,0.5
3,3407,16,8,3,0.3333333333333333,0.6666666666666666,0.3333333333333333
3,3407,16,9,6,0.6666666666666666,0.8333333333333334,0.16666666666666666
3,3407,16,10,6,1.0,1.0,0.0
3,3407,16,11,7,0.8571428571428571,1.0,0.14285714285714285
3,3407,16,12,1,0.0,0.0,0.0
3,3407,2,0,775,0.8683870967741936,0.9264516129032258,0.05806451612903226
3,3407,2,1,12,0.0,0.25,0.25
3,3407,2,2,5,0.8,0.8,0.0
3,3407,2,3,1,1.0,1.0,0.0
3,3407,2,4,2,0.5,0.5,0.0
3,3407,2,5,6,0.8333333333333334,0.8333333333333334,0.0
3,3407,2,7,2,0.0,0.5,0.5
3,3407,2,9,138,0.9782608695652174,0.9710144927536232,-0.007246376811594203
3,3407,2,10,162,0.7037037037037037,0.7222222222222222,0.018518518518518517
3,3407,2,11,104,0.9230769230769231,0.9230769230769231,0.0
3,3407,2,12,8,0.75,0.75,0.0
3,3407,2,13,25,0.48,0.32,-0.16
3,3407,2,14,10,0.5,0.9,0.4
3,3407,2,15,7,1.0,1.0,0.0
3,3407,3,0,934,0.7387580299785867,0.8436830835117773,0.10492505353319058
3,3407,3,1,9,0.0,0.0,0.0
3,3407,3,2,5,0.6,0.8,0.2
3,3407,3,3,3,0.6666666666666666,0.3333333333333333,-0.3333333333333333
3,3407,3,4,5,0.4,0.4,0.0
3,3407,3,5,3,0.3333333333333333,0.3333333333333333,0.0
3,3407,3,6,1,0.0,0.0,0.0
3,3407,3,7,8,0.0,0.125,0.125
3,3407,3,8,135,0.9629629629629629,0.9629629629629629,0.0
3,3407,3,10,214,0.8177570093457944,0.8504672897196262,0.03271028037383177
3,3407,3,11,134,0.8805970149253731,0.8731343283582089,-0.007462686567164179
3,3407,3,12,6,0.3333333333333333,0.5,0.16666666666666666
3,3407,3,13,26,0.11538461538461539,0.11538461538461539,0.0
3,3407,3,14,12,0.3333333333333333,0.5,0.16666666666666666
3,3407,3,15,12,1.0,1.0,0.0
3,3407,4,0,1103,0.3871260199456029,0.47778785131459656,0.09066183136899365
3,3407,4,1,15,0.06666666666666667,0.0,-0.06666666666666667
3,3407,4,2,8,0.125,0.125,0.0
3,3407,4,3,2,0.0,0.5,0.5
3,3407,4,4,5,0.2,0.4,0.2
3,3407,4,5,3,0.0,0.0,0.0
3,3407,4,6,4,0.75,0.75,0.0
3,3407,4,7,3,0.3333333333333333,0.6666666666666666,0.3333333333333333
3,3407,4,8,155,0.25806451612903225,0.18064516129032257,-0.07741935483870968
3,3407,4,9,226,0.5221238938053098,0.6283185840707964,0.10619469026548672
3,3407,4,11,137,0.9562043795620438,0.9343065693430657,-0.021897810218978103
3,3407,4,12,10,0.8,0.8,0.0
3,3407,4,13,33,0.06060606060606061,0.0,-0.06060606060606061
3,3407,4,14,18,0.16666666666666666,0.05555555555555555,-0.1111111111111111
3,3407,4,15,8,0.5,0.5,0.0
3,3407,5,0,600,0.5766666666666667,0.6416666666666667,0.065
3,3407,5,1,9,0.0,0.0,0.0
3,3407,5,2,4,0.25,0.25,0.0
3,3407,5,3,3,1.0,1.0,0.0
3,3407,5,4,6,0.3333333333333333,0.16666666666666666,-0.16666666666666666
3,3407,5,5,4,0.25,0.0,-0.25
3,3407,5,6,2,0.0,0.0,0.0
3,3407,5,7,3,0.0,0.0,0.0
3,3407,5,8,98,0.5,0.5204081632653061,0.02040816326530612
3,3407,5,9,102,0.4019607843137255,0.7352941176470589,0.3333333333333333
3,3407,5,10,141,0.9078014184397163,0.8156028368794326,-0.09219858156028368
3,3407,5,12,5,0.6,1.0,0.4
3,3407,5,13,23,0.043478260869565216,0.0,-0.043478260869565216
3,3407,5,14,5,0.2,0.4,0.2
3,3407,5,15,8,0.875,0.875,0.0
3,3407,6,0,51,0.9019607843137255,0.9803921568627451,0.0784313725490196
3,3407,6,4,1,1.0,1.0,0.0
3,3407,6,8,5,0.6,0.8,0.2
3,3407,6,9,11,0.7272727272727273,0.9090909090909091,0.18181818181818182
3,3407,6,10,11,0.9090909090909091,0.9090909090909091,0.0
3,3407,6,11,4,1.0,1.0,0.0
3,3407,6,13,2,0.0,0.0,0.0
3,3407,6,14,1,1.0,1.0,0.0
3,3407,7,0,188,0.9308510638297872,0.9414893617021277,0.010638297872340425
3,3407,7,1,2,0.5,0.5,0.0
3,3407,7,4,1,1.0,1.0,0.0
3,3407,7,5,1,1.0,1.0,0.0
3,3407,7,7,2,0.0,0.5,0.5
3,3407,7,8,35,1.0,1.0,0.0
3,3407,7,9,28,1.0,1.0,0.0
3,3407,7,10,43,0.8604651162790697,0.7906976744186046,-0.06976744186046512
3,3407,7,11,16,0.9375,0.875,-0.0625
3,3407,7,12,3,0.6666666666666666,1.0,0.3333333333333333
3,3407,7,14,4,0.5,0.75,0.25
3,3407,7,15,1,1.0,1.0,0.0
3,3407,8,0,64,0.953125,0.921875,-0.03125
3,3407,8,3,1,1.0,1.0,0.0
3,3407,8,8,9,1.0,1.0,0.0
3,3407,8,9,14,0.9285714285714286,1.0,0.07142857142857142
