id,macro_f1,balanced_accuracy,track_balanced_accuracy,head_f1,mid_f1,tail_f1,delta_vs_C0_macro_f1,delta_vs_C0_balanced_accuracy,delta_vs_C0_track_balanced_accuracy,delta_vs_C0_head_f1,delta_vs_C0_mid_f1,delta_vs_C0_tail_f1,delta_vs_C1_macro_f1,delta_vs_C1_balanced_accuracy,delta_vs_C1_track_balanced_accuracy,delta_vs_C1_head_f1,delta_vs_C1_mid_f1,delta_vs_C1_tail_f1
C0,0.952882492459842,0.9766862297051244,0.9796686416502085,0.9879511184001375,0.9519762845849803,0.9117063492063492,,,,,,,,,,,,
C1,0.9589451098321019,0.988889854884293,0.9832578261967291,0.9949555267061462,0.9565222516946654,0.9181554677206851,0.006062617372259882,0.01220362517916862,0.003589184546520574,0.00700440830600868,0.004545967109685134,0.006449118514335939,,,,,,
C2,0.9580180066713646,0.9703844833155912,0.9838338312992692,0.9952539500849796,0.9504843307754403,0.9208685504709511,,,,,,,-0.000927103160737297,-0.0185053715687018,0.0005760051025400781,0.0002984233788334567,-0.00603792091922517,0.0027130827502659383
